Compound Id	KierHallSmarts [khs.sCl]
12632	0
61001	0
28982	0
11604	0
62534	0
62408	0
123207	0
75951	0
13837787	0
13839123	0
59483	0
18724	0
7850	1
13875432	1
8665	0
13839128	0
13875219	1
456015	0
55084	0
6974	0
8657	0
13849981	0
26824	0
72793	0
21106014	1
6296	0
14256731	0
13860775	0
7140	0
13869339	1
13647	0
764	0
7800	0
8071	1
13835932	0
7809	0
4449	0
13839110	0
29029	0
21106525	0
7142	0
132	0
12220	0
20570	0
21106144	0
7190	0
8140	2
13869451	1
15461	0
76394	0
7518	1
8520	0
8883	0
6079	1
2931	2
10536	0
25552	0
13848808	0
10181341	0
10328	0
15846	0
5596	0
4962	0
13869462	0
11871	0
10265270	0
222538	0
768	0
2849146	0
8674	0
13869480	0
12635	0
65523	0
6999	0
2441	0
7662	3
13856352	0
7506	0
6897	0
8186	0
15431	0
58234	0
21106146	0
15387	0
8574	0
1015	0
26325090	0
13842573	0
9564	0
221226	0
8912	0
7848	0
13875441	0
13863774	0
13871718	0
10179239	0
10227261	0
776	0
906	0
21168813	0
4366810	0
7170	0
12821	0
13619	0
392	0
8097	0
299166	0
21106013	1
13869414	0
21111817	0
7511	0
24641	0
21106020	1
17131	0
10756	0
7984	0
10404	0
13853953	1
12218	0
21105897	0
13862559	3
5593	0
123	0
11773	0
13846663	0
10451	0
7852	0
7872	0
13662	0
12637	0
376	0
6780	0
6794	0
21106018	1
72551	0
15427	0
13859497	0
11576	0
6635	6
21111781	0
11080	0
13835630	0
105291	0
14846	0
13868640	0
21105859	0
11862	0
8910	0
14227	1
10437210	0
11589	0
64699	3
8098	0
589165	0
6781	0
12933	0
13853758	0
9893	0
6621	0
558878	0
8855	0
10980	0
206561	0
15855	0
13835126	1
5882	0
13864445	3
21170967	0
12478	0
21105870	0
13229	0
13849989	0
24535	0
18019	0
73390	0
6674	0
11591	0
67360	0
553578	0
10437335	0
14593	0
10432	0
7745	0
21159695	0
7891	0
10972	0
11557190	0
8183	0
12219	0
880	0
1446	0
2923	2
6775	0
12954	0
8576	0
21105848	0
68109	2
7882	0
120548	0
10181339	0
6788	0
13853943	0
11672	0
57726	0
10892	0
6898	0
1905	0
21106470	0
6950	0
13860434	0
12972	0
21106148	0
10664	0
7890	0
71876	0
7176	0
15965	0
67653	2
13487	0
9088156	0
7871	0
68224	0
18	0
4511751	0
10181338	0
10756390	0
84971	0
388391	0
13871489	0
11629	0
2241	0
21106519	0
11460	0
7189	0
8521	0
13876103	0
11510	0
14349	0
7211	0
2937774	0
11584	0
21105998	0
6736	0
4963	0
6789	1
6737	1
59482	0
81814	0
14021447	0
71	0
80863	0
955	0
7145	0
917	0
3350	0
10616	0
7172	0
10257	0
953	0
1151	0
21106571	4
6827	0
11422	0
21106163	4
10025	0
13835344	0
15853	0
21106140	0
10801109	0
86394	0
21106145	0
62310	0
13835706	0
7092	0
1448	0
8182	0
21106518	0
10437239	0
13848793	0
68676	2
16180	0
7600	0
13846959	0
6773	0
7340	0
13837329	0
21106581	0
16475	0
7146	0
185	0
6828	0
11488212	0
6646	0
10801842	0
16387	0
11586	0
62472	0
16388	0
21108576	0
6480	0
23083	0
10628694	0
7892	0
71437	0
5644	3
10909	0
10918	0
8935	0
4510206	0
7757	0
13846749	0
2298886	0
6550	0
8341	0
7208	0
11882	0
4611	0
13835351	0
8374	0
70682	0
13492	0
13677	0
6739	0
17347	0
7875	0
11777	0
7310	0
11465	0
2157	0
8150	0
7302	0
7202	1
7042	0
6035	0
11776	0
10908	0
10850	0
556589	0
7299	0
8577	0
21106900	0
17652	0
5915	0
10106	0
63518	0
17868	0
6706	0
10851	0
11588	0
79969	0
6675	0
71193	0
2206	0
13867714	0
4445317	0
10849	0
11595	0
1906	0
6193	0
67270	0
16177	0
6033	0
6478	0
15517	0
10841	0
13574	0
8319	0
7964	0
15789876	0
21105699	0
13622	0
10829	0
11507	0
7585	0
6790	0
15495	0
13860	0
10831	0
56515	1
20124	0
744	0
10343	0
218253	1
454319	0
76154	0
33084	0
67414	0
220998	0
15867	0
7901	0
14627	0
21106570	5
10449	0
10813	0
199342	0
15755	2
15702	0
62484	0
4522053	0
8273	0
11883	0
8262	0
642951	1
15747	0
15524	2
13837303	0
305	0
230	0
14995	2
10733068	0
256210	0
33421	2
67470	2
33416	0
14994	2
15756	2
12938	0
6588	0
15475	2
7279	0
23886	2
14472	0
15476	2
42330	0
2991	0
12682	0
4762	1
361	0
6592	0
11884	0
15488	1
15478	2
21106573	4
11003	0
15489	1
15861	0
7155	0
64155	0
2627	1
24142	0
8073	0
44152	0
26325080	0
8916	0
4267	2
33455	2
15619	0
96749	0
18336	0
5236	0
440	0
2973	0
3173	0
2185	0
1361549	0
7915	0
30600	2
1438	0
15477	2
10437836	0
8120	2
26010	2
7152	2
13846658	0
8470	1
3544	0
15621	0
33934	2
7913	0
7994	3
2468	0
6840	0
12133	0
11632871	0
34863	3
63968	0
61739	0
68437	0
66895	0
26260	0
33932	2
33933	2
5027	1
192748	0
8282	0
5004	0
34188	3
13114	0
18280	0
12024	0
2068	0
6835	0
78998	0
72056	0
4626	0
2169	1
23115	0
6492	0
4103087	0
9824	0
15473	2
34664	3
9053802	0
37904	3
13856959	0
12586	0
5368	0
707	6
34665	3
17098	2
17099	2
84188	3
15620	0
8111	0
3210	0
49469	1
967	5
158870	3
2915	0
83330	0
157093	3
4768	1
34864	3
14993	5
8329	0
970	0
7917	0
136000	3
34866	3
83374	3
2297538	1
20848	1
457145	3
8067	6
37918	3
457140	3
34865	3
8241	0
14620	0
6593	0
21782117	6
135983	3
10540	0
25472	1
25605	3
6464	5
25677	4
136001	3
136003	3
34666	3
82753	0
10438331	0
2121	0
1278	0
4457	0
62265	0
11974	0
31991	0
481441	2
34867	3
84235	3
13087	0
2079	0
2424	0
5256	0
7315	0
15474	2
37915	3
40191	4
29348	0
26011	3
28287	0
62632	0
30932	0
22172	1
5899	0
2297441	0
37905	3
3987	0
33617	0
2283071	0
34830	0
16568	0
108106	0
69223	0
35581	4
23912	0
13302	0
4932499	0
3006	0
56793	4
13090	0
34868	3
10243	5
13850879	0
56791	4
14674	0
15729	0
8060	0
9040	0
34870	3
30881	0
17587	0
34869	3
457144	3
5807	0
9026	0
3008	2
4575	0
135925	3
4759	0
82777	4
34871	3
454495	4
6688	0
36319	1
533188	4
34872	3
10169	0
11891	0
56792	4
26325081	0
8058	0
20493	3
36278	2
35580	4
82755	4
82842	1
15417	0
46262	4
136002	3
28941	0
56123	0
5342	3
56784	3
16182	4
56785	4
56790	4
26563	0
13303	0
82765	5
82767	2
12705	0
14826	6
30816	0
16481	0
97173	4
102720	4
7051	2
21924	3
102721	4
33458	4
82818	4
3548	0
35579	4
38839	0
27749	1
34667	3
56795	4
56788	4
1994	1
8939	3
16482	0
36972	4
21106365	0
4760	0
34873	3
7967	6
559096	0
35582	4
56771	5
13520	2
56774	5
9873	0
3463	7
37744	5
12874	0
46893	4
82807	4
35081	5
56769	5
35584	4
3864	0
13300034	4
10292746	6
33829	1
102833	4
47912	4
13844817	0
82817	4
82762	4
2839	4
6842	0
82754	4
157094	4
3229	0
5237	0
82840	0
34189	4
16736498	6
7968	6
29117	0
33304	4
56794	4
13837319	0
457138	4
39406	5
56780	5
27793	4
106355	4
6767	2
34847	5
102897	4
2581	0
6417	0
103011	4
82712	4
56781	5
45444	5
102947	4
102933	4
33457	4
8287	3
33280	4
36029	1
46263	4
56777	5
33666	6
56787	4
16736486	8
102801	4
82873	0
8288	3
4025	1
17339596	3
33456	4
2629	3
33386	4
2003	6
6514	0
36973	5
97172	4
36974	5
82819	5
15572	2
102856	4
13115	0
8800	0
29153	0
35583	4
82820	5
45445	5
4886542	0
103066	4
46894	5
32873	0
35563	0
17684	0
44885	1
46710	2
33326	2
4745	0
26325088	0
56772	5
34848	5
56760	6
84346	6
26325085	0
28552	1
12364	2
56755	6
82796	2
35265	0
56789	4
4599	0
24638	0
56768	5
13328	7
4437893	0
6371	0
56778	5
3277	0
4526760	3
21568	0
96948	5
16415	5
193215	6
26325087	0
37779	5
56779	5
11274	0
35585	5
84344	5
56786	4
82797	0
5363	3
541032	0
31129	8
37749	1
56776	5
46264	4
83413	6
43354	5
457139	4
21429023	8
97055	5
4927801	0
34859	6
7260	3
19939	0
56756	6
4719431	4
102798	4
36976	6
45446	5
56767	6
8093	0
29631	0
34850	5
14348	0
559213	4
6453	1
84345	5
56766	6
102722	5
33281	4
1262	0
36975	5
154865	5
102741	5
26325082	0
32555	0
82740	6
215802	4
30459	0
23977588	6
4333	0
18941	0
97198	5
37019	6
82783	6
37000	6
39198	6
56765	6
46285	5
4938407	6
46284	5
82806	5
19722	2
34116	2
34668	5
34851	6
56773	5
82798	0
29282	0
47913	5
5772	8
28827	0
26915	2
6066	0
32952	5
48518	0
84347	6
75956	0
102857	5
43353	5
83414	7
2940	6
18445	0
25304	0
102787	5
18444	0
15010	2
82823	7
83411	1
102742	5
34190	6
56761	6
47914	6
102743	5
66326	0
56559	0
35529	1
36710	6
7991	0
33832	2
34852	6
2927	4
154866	5
35588	0
59833	2
12730	0
8243	0
15699	0
64559	1
56023	1
56782	7
549017	6
97240	5
33282	5
20545	0
36977	7
4066	4
2457	0
77706	1
4813314	0
56770	5
29847	0
56763	6
56757	6
102834	5
7928	0
4939096	6
36771	6
56764	6
9817	0
36978	6
34191	6
84348	7
45678	0
7929	0
82738	7
37994	0
106356	5
36979	7
10085	2
39407	2
11369	0
56762	6
37745	6
36981	7
56758	6
4744	0
36980	7
11359	0
6057	4
56775	5
6640	0
37004	7
4956170	5
34853	6
56783	7
4941232	2
82736	6
47915	7
4060	0
16139	4
2635909	2
15822	4
13338	6
12543	5
36983	7
96868	6
96864	6
56759	6
6058	2
36982	7
33983	6
36984	6
82831	2
45447	7
33407	8
2271976	0
4575338	0
24388	6
3171	0
12367	0
15637	8
82821	8
34860	7
11936	0
72522	0
82786	1
6542	0
97224	6
97234	6
5148	0
34854	6
3534	0
46137	7
12536	1
77887	2
6559	0
33984	6
26325084	0
11897	0
9242615	1
97233	6
26325083	0
46525	0
7988	0
46136	6
33142	0
33141	0
34418	2
5739	0
97142	6
2928	5
8817	0
36986	7
82834	0
47916	7
8078	0
4617	0
550258	7
35205	8
36985	8
46739	0
3326	2
35566	7
55075	0
2908	1
4913	0
4777	0
2181	0
6528	0
5557	0
97257	6
6639	0
33986	7
45448	8
33316	6
36988	8
105648	0
82679	5
35912	8
102923	6
8004	4
11898	0
36987	8
20390	0
3972	3
5590	0
11899	0
154958	6
3513	1
7970	5
154062	6
4629	1
36990	8
85876	0
26916	0
77764	1
33985	7
35108	7
82751	9
5660	0
36989	9
6519	0
11917	0
2925	2
16576	0
4447447	0
2284017	0
5554	0
39394	2
509179	0
77874	0
4444070	0
4228778	0
82822	8
43456	0
24247	0
4445165	1
34192	8
37764	0
2342810	0
2075	0
12017	0
6367	4
77933	2
2768	1
11283	0
5791	0
96965	7
33198	7
91304	0
35206	9
6281	0
82759	0
66316	3
154959	7
8804	0
8799	0
82870	0
5376	0
5553	0
15484	10
135795	0
49560	0
2246	0
12072	0
21106505	0
36968	2
2625	1
33255	0
4444102	0
5198	1
82852	1
2699	1
5773	0
4444107	0
11900	0
26325089	1
77730	2
39145	0
8103122	0
11901	0
6366	0
5932	0
15827	8
136695	0
29089	0
5678	0
5768	0
8763	0
11146	0
5113	0
17499	0
24722	0
94701	0
11902	0
6013	0
31006	0
34697	0
18949	0
10162	0
48085	0
49179	0
10542	0
104816	0
75995	0
15520	0
1043	0
65272	0
11906	0
4067	0
75662	0
29400	0
4444362	0
6045	0
