Compound Id	KierHallSmarts [khs.sssCH]
7732	0
18920	1
10113	0
11866	0
15846	0
11845	0
15954	2
11819	2
7566	0
29026	0
7772	0
11739	0
7917	0
6321	0
12209	0
11846	0
7622	2
11861	1
15016	0
11056	0
7915	0
23255	1
10787	2
123993	2
55090	0
11806	0
7630	0
8552	0
68179	0
7901	0
6121	1
7770	0
7558	0
11036	1
10001	1
7064	1
175	0
6146	0
6649	1
11029	1
6123	1
7892	0
8576	0
6095	0
9461	0
14692	0
11099	0
11193	0
256	0
11794	1
7851	0
15387	0
8012	1
7717	0
11732	0
10511	1
654	0
6315	1
6086	0
99440	1
11194	1
455353	0
11110	0
13848341	0
10265264	2
7850	0
7882	0
7577	0
29000	1
8574	0
11239	2
6165	0
11865	0
21011	1
4366810	1
512	0
11793	1
7811	0
7835	0
11216	0
13862665	0
932	0
22814	0
6341	1
11678	1
11543	2
62230	0
7533	2
13836399	0
10526	0
10422	1
12069	0
59483	0
13255	2
10179173	2
7701	0
6149	0
10790	2
71430	2
120464	0
172	0
11180	1
13865426	0
7434	1
259	0
7714	0
10512	0
7812	0
7769	0
7459	1
11024	1
7837	0
3644	1
16778	0
7705	1
191367	0
748	0
5091	0
10437	0
387	1
6312	1
6320	1
10947	1
6040	0
8398	1
960	0
6164	0
18410	1
7546	1
11756	0
7616	0
258	0
7716	0
7564	0
7024	1
7090	0
15438	1
11699	0
16791	0
6097	0
11799	0
6187	0
21800	2
18717	1
13837797	0
16641	0
10205670	0
12442	0
6186	0
60329	0
7790	0
1005	0
11210	0
6101	0
1004	0
2340753	0
10325184	0
24590970	1
11695	0
6102	0
13836591	0
7028	1
7615	0
13884973	1
7674	1
6406	0
682	0
13874867	0
10710415	1
6089	0
6087	0
6098	0
7733	0
9990	0
11727	0
7600	1
8896	0
7466	0
14751	1
1609	0
171	0
7727	0
71628	0
22408	0
7728	0
6338	0
13811	0
13871489	2
864	0
220998	0
221117	2
15765	2
11647	1
7506	1
7737	0
5439	0
7003	0
6322	0
13867413	0
553171	0
11525	1
8554	0
13571291	0
12066	0
7703	0
11265	2
12954	0
13229	2
59577	0
10053	0
10018	0
7787	0
26765	0
192642	1
11788	0
63156	0
122446	0
21181	0
26325090	0
13836520	1
6135	0
6309	0
12626	0
11632	0
9994	0
7636	1
13854944	0
7557	0
6125	1
120621	1
4449	2
55205	0
12445	0
14169248	1
7964	0
6193	0
62597	0
7559	0
7677	1
12197	0
13836674	0
11761	2
29015	0
9642	0
156255	2
20119	0
6118	1
363458	1
7684	0
71390	1
8544	0
12219	0
6307	1
7848	0
13816	0
15077490	1
19956441	0
12637	0
13872989	0
11752	0
8577	0
278	0
61487	0
11863	0
5708	0
10536	0
14349	0
7810	0
391	0
13835977	0
6334	0
592	1
13871721	0
374462	2
558883	0
56020	0
8908	0
376	0
10025	0
5004	0
2275	0
4446445	0
10124	0
7852	0
3951	0
7530	0
7766	0
6333	0
14680	0
7827	0
4514529	0
13835316	0
7711	0
12499	0
19953955	0
21109330	0
13638	0
72056	0
10948	1
7815	0
71312	1
2293678	1
2018460	1
29107	0
21169510	0
7552	0
5993	0
13835293	0
62589	1
7738	0
7686	1
7480	0
7776	0
127983	0
1087	0
6092	0
6042	0
6316	1
8878	2
34095	0
7568	0
10340	0
4444608	0
10939	1
11107	0
13835224	1
8141	0
9233	0
23621376	0
21111806	0
69371	0
66565	0
18685	0
15443	1
844	0
18607	0
11930	0
62628	0
67653	0
7030	0
11875	0
7721	0
2656	1
21108550	0
7560	0
13839416	0
13836021	0
13835861	0
7029	0
394562	0
10498	0
13839441	0
21112738	0
6104	0
4481813	0
60524	0
11729	0
9325	0
11694	0
11086	0
13849981	0
6103	0
5894	0
13835209	0
7788	0
13839553	0
6083	0
6314	0
61707	1
63054	0
4510484	0
15803	4
26563	0
70660	0
7679	0
13835235	0
1039	0
10772140	0
28994	0
4937830	0
29008	0
11809	0
8543	0
6111	0
68832	0
13842001	0
22191	0
75951	0
72793	0
72551	0
24641	0
11632871	0
33416	0
29001	0
21106032	0
8909	0
11857	0
7330	0
69982	0
21106015	0
552744	0
10464	0
61191	0
61001	0
8912	0
7791	0
13866593	0
7098	0
7026	1
553742	0
5977	1
13837702	0
13837537	0
9724	3
18801	0
59674	0
558928	0
6330	0
11244	0
7021	0
11795	0
10488	0
13647	1
6402	2
68156	0
71876	0
415	0
10487	1
763	0
13835336	0
24099	0
173	0
5730	0
7678	1
553642	0
13861343	0
13835550	0
8733	0
48024	0
10265270	2
693	0
124968	0
62808	0
8910	0
9614	0
60886	0
28993	0
17131	0
13875283	0
9363	0
13849989	0
11351244	0
558020	0
7553	0
20939	1
518	N/A
6326	1
20198	1
1143	0
61111	0
4444456	0
2441	1
6296	0
391428	2
733	1
9970	1
8960	0
11117	0
191	0
13837280	0
659	0
1078	0
13835604	0
10772050	0
14198	2
71787	0
7528	2
6827	2
499714	1
7018	1
11911	0
6093	0
13836713	0
21106535	1
7013	1
59447	1
10179239	2
86007	2
390927	1
10756	1
7961	0
12643	1
19231	0
13835630	0
13835459	0
9581	0
13875196	0
73412	0
13492	0
15747	0
7236	0
10410	1
1348	0
558878	0
5978	0
13487	0
6119	1
10404	0
13839199	0
9228	0
71089	0
6342	2
9574	0
83866	2
83850	2
9454	0
7419	0
1108	0
7128	1
8356	1
62530	0
7385	0
7170	2
8903	0
13842613	0
16159	1
7183	1
236	0
553578	0
7736	0
7242	0
7219	0
7521	0
7672	1
12010	0
24533	0
789	0
7088	0
1019	0
13835932	2
65750	0
15461	0
11830	0
6122	1
1095	0
7641	0
63903	0
10497	0
8904	0
7688	0
13874733	0
10437135	0
11660	0
1020	0
21106520	0
18724	0
11042	0
31029	0
21106560	0
21132380	0
8531	0
15855	1
6100	0
13837281	0
21105905	0
66809	0
7448	0
6179	1
7659	0
24535	1
15702	0
25552	0
11871	0
15409	0
20843	0
10940	0
10251740	0
11077	0
24972	0
9326	0
13885245	0
6524	2
28969	0
6967	0
8900	0
12229	0
9360	0
10253	1
8902	0
9350	0
7786	0
6999	0
15965	0
6088	0
10937	0
21106036	0
6977	0
10364	0
62489	0
10384035	0
11409	0
8243	0
7391	0
21108577	0
13257	0
70682	0
4228778	0
13658	0
28992	0
6528	0
7739	0
21168808	0
8335	0
8374	0
21111820	0
6897	0
13863629	0
12228	0
21112023	0
6665	0
247721	0
10437215	0
11731	0
13865438	0
120489	0
2039535	0
13837319	0
7278	0
13875160	0
8899	0
7238	0
21106135	0
773	0
2916	0
12225	0
10197150	0
55091	0
26325085	0
26325087	2
26325088	2
11862	0
8241	0
3210	0
8950	0
7676	0
66996	0
10437074	0
66896	0
30595	0
7710	0
7809	0
63908	0
221226	0
21105959	0
66021	0
17443	0
84971	3
388391	3
10236	0
13837303	0
13648	0
2849146	0
222538	0
73390	0
10437335	0
11576	0
11589	0
7175	0
79969	0
11784	0
7765	0
6883	0
7241	0
13875230	0
7689	0
2038738	0
11785	0
9218	0
7224	0
11600	0
7551	0
558875	0
21106366	0
78	0
7225	0
10181339	0
13839308	0
65523	0
7157	0
2937774	0
502855	0
14556	0
30572	1
58234	2
67460	0
9349	0
8883	4
65936	0
13875281	0
4445317	1
10534	0
6898	0
13644	0
12061	0
29036	1
199342	1
66895	0
62534	0
62408	0
13837329	0
4489	0
15495	0
66887	0
7389	0
9893	0
63518	0
12060	0
62310	0
7420	0
13856009	0
59482	0
12816	0
14678	0
21171407	0
7984	0
28982	0
206561	0
19709	1
21168831	0
21105897	0
13860335	0
6881	0
55443	0
453675	0
971	0
9579	0
21105878	0
21168813	0
60121	0
15427	0
1141	0
63310	0
11021	0
305	0
13846663	0
79280	0
21106091	0
13876539	0
5830	0
69340	0
63889	0
2606	1
10992	0
8674	0
9943	0
7132	0
235	0
13839082	0
13839110	0
13840690	0
13871718	0
21105871	0
21105998	1
7131	1
13856352	0
13866817	0
24722	0
7221	0
7223	0
9903	0
13839105	0
10246	0
18336	0
14866	0
466305	0
13865680	0
11604	0
13634	0
76394	0
440	4
28682	0
447	0
11667	0
13835772	0
6774	0
21168826	0
8071	0
13839128	0
194092	1
27296	0
28973	0
8186	0
13839123	0
11154	0
5979	0
7240	0
13857694	0
7220	0
7745	0
13839151	0
64699	1
12259	0
62517	0
13848467	0
13848808	0
9911	0
72556	0
15753	0
67465	0
7129	0
13837686	0
13839174	0
61538	0
12244	0
10248	0
61411	0
69177	0
13865424	0
917	1
7248	0
21106144	0
21106524	0
13863774	0
11651	0
16119	0
11610	0
11332993	0
10243171	0
10801842	0
11661	0
7138	0
12674	1
13837988	0
6775	0
11672	0
21106146	0
6108	0
21106008	0
8657	0
13875258	0
70715	0
70714	0
11596	0
10244	0
70988	0
86435	0
65785	0
70652	0
7673	0
6745	1
3544	2
8868	0
8097	0
11773	0
13875392	0
6916	0
21105859	0
13630	0
7443	0
8665	0
6633	0
16804	0
7406	0
6907	0
10892	0
10181338	0
299166	0
136966	0
120548	0
73479	0
11783	0
4611	0
13846749	0
13875432	0
12823	0
7176	0
221082	0
12231	0
21106519	0
13875219	0
8935	2
4514586	0
10181341	0
21106018	0
13835344	0
7685	0
238	0
21159695	0
13853758	1
13835151	0
13875320	0
14227	0
5709	0
12821	0
913	0
8070	0
7140	0
7190	0
7310	0
21106140	0
12478	0
1266393	0
455090	0
503239	0
10991	0
191058	0
10986	0
57726	3
21106525	0
13860692	0
13876103	0
7234	0
6621	0
9564	0
21111822	0
13869462	0
10254	0
11460	0
7397	0
6642	0
11465	0
11422	0
3918	0
6794	0
21106014	0
5889	0
13835126	0
21111781	0
924	0
10857	0
8140	0
65	0
13860491	0
13863618	0
13860641	0
13869434	0
13854136	0
6781	0
13838404	1
13837760	0
6630	0
7383	0
123207	0
10008	0
1664	0
4878	0
21106020	0
61765	0
13862559	0
7662	0
21106148	0
10411	0
20570	0
13860775	0
2157	0
21105795	0
2241	0
10616	0
62466	0
62485	0
62472	0
11586	0
7518	0
4962	0
7681	0
21106013	0
10972	0
10980	0
6674	0
6035	0
21106900	0
2005981	0
81815	0
11584	0
7189	0
11591	0
13840647	0
13029	0
21106172	0
21106145	0
64155	0
13851576	0
13837787	0
68676	0
6635	0
11582	0
13853953	0
6988	0
11083	0
13854242	0
13869480	0
11585	0
11488212	0
13864445	0
86394	0
9965	0
2206	0
42330	0
4575	1
2079	1
4590	0
21108548	0
13854248	0
6974	0
6646	3
11629	0
21106019	0
509179	0
89076	0
10664	0
13869414	0
7279	0
62964	0
18219	0
13869451	0
880	0
75956	0
6023	0
456015	0
13869339	0
13875441	0
206493	0
15093	0
4599	0
1577	0
7239	0
434	0
6079	0
7202	0
764	0
10400	0
13662	0
955	0
13030	0
7001	0
71437	3
4759	2
33617	0
13872122	0
13842573	0
17347	0
21106581	0
10586285	0
11595	0
62060	5
5976	0
63906	0
13835351	0
6773	0
30881	1
2923	0
21105870	0
6658	0
11422351	0
7208	0
71193	0
67270	0
6033	0
76154	0
3548	0
642951	0
13860	0
40130	2
13860434	0
21111817	0
5596	0
5915	0
13047	0
25472	0
62467	0
14620	1
6828	0
21105848	0
11080	0
7211	0
7092	0
28947	0
11366	0
18	0
1446	0
71	0
7146	0
13860817	0
11625	0
12133	0
205483	0
1253	1
4745	0
392	0
11778	0
7172	0
13868640	0
18707	0
123	0
502245	0
13860720	0
21106571	0
21106163	0
44152	0
10257	0
13875356	0
19766	0
124	0
204209	0
7142	0
13853943	0
58563	0
10864	0
21106540	0
132	0
331	0
6550	0
78467	0
7315	0
11087	0
6339	2
13875212	0
21108576	0
26516	0
4768	2
20848	0
4963	0
13859497	0
12640	0
6106	0
776	0
7145	0
6480	0
1448	0
38364	0
10343	0
559096	4
3534	4
8098	0
21361761	0
1361549	0
11961	0
7302	0
967	0
556589	0
13846959	0
10837	0
7299	0
2169	1
526	0
21106518	0
27488	0
10437210	0
11954	0
21111772	0
27749	0
7199	0
15517	0
589165	0
17868	0
5027	0
8183	0
5882	0
192748	0
9120	0
67594	0
13856959	0
15489	0
6780	0
4744	0
62484	0
768	0
10437836	1
2991	0
13848793	0
7150	0
361	0
8182	0
992	0
21106470	0
2121	0
392447	0
577	0
6788	0
10437239	0
953	0
13868660	0
6675	0
11588	0
4437893	0
1906	0
1015	0
10870	0
10975	0
906	0
105291	0
7042	0
21106570	0
12044	0
2185	0
13063	0
6736	0
8528	0
68568	0
8876	0
5775	7
10909	0
10918	0
8855	0
256210	0
49179	7
5557	4
24326358	0
21486195	2
10328	0
12047	0
10849	0
8470	0
10851	0
11769	0
13677	0
13846658	0
12045	0
65763	0
10432	0
5142	0
13867714	0
21105699	0
10850	0
1151	0
6852	0
4514549	0
48085	8
14627	0
87265	0
65701	0
18941	2
10831	0
10813	0
10908	0
551	0
16359	0
7044	0
28552	0
29282	2
10829	0
8060	0
15619	0
6737	0
96749	4
29117	0
6688	0
4760	2
12874	0
10841	0
26325182	0
18177	0
8262	0
8273	0
17339596	6
3277	1
15621	0
26260	0
5162	1
12682	0
5593	0
8329	0
6789	0
11776	0
15488	0
707	6
83191	4
5774	4
92494	4
92468	4
11489	0
6586	0
15620	0
15861	0
12705	1
12730	1
472932	0
6950	0
3350	0
218253	0
4333	0
63968	0
6706	0
68437	0
11038	0
2068	0
5236	0
6855	0
13090	0
13303	0
13302	1
133166	4
8067	0
6840	0
8030	1
3008	0
6739	0
2283071	0
8807	0
5791	4
11286	0
21106059	1
13839012	0
7151	0
10903	0
6835	0
5145918	2
15475	0
15755	0
14995	0
14994	0
67470	0
15476	0
15477	0
15478	0
15524	0
15756	0
8058	0
15473	0
17099	0
17098	0
33933	0
15474	0
11003	0
8093	1
36029	1
58496	6
6735	0
4932499	0
8341	0
6592	0
6371	0
2297441	1
7155	0
3693	1
89258	0
26010	0
30600	0
33455	0
33934	0
33932	0
10628694	0
11294	0
4268	0
6604	0
23886	0
33421	0
6838	0
6002	3
6753	0
1262	1
6807	0
4470736	1
20124	0
4911	0
62265	0
64016	0
8319	0
6790	0
6588	0
3652	2
185	0
75995	0
2271976	6
457140	0
84188	0
136000	0
135983	0
136001	0
136002	0
158870	0
157093	0
83374	0
457144	0
135925	0
457145	0
136003	0
84235	0
139025	3
8282	0
34667	0
34871	0
34873	0
56784	0
34872	0
4343	2
1710	0
6600	0
230	2
5660	3
5932	4
196288	3
9797	0
9824	0
4103087	0
34868	0
37905	0
34869	0
37918	0
37915	0
34867	0
25605	0
26011	0
34870	0
34666	0
21924	0
3216	1
6057	2
5807	4
6610	0
21587143	4
61739	0
34866	0
34665	0
34664	0
37904	0
34864	0
34188	0
34865	0
9786472	3
6478	0
65272	6
744	0
6492	0
11708	0
10438331	0
2927	0
5554	4
2928	1
27793	0
82754	0
457138	0
102897	0
457139	0
102947	0
97173	0
102720	0
102801	0
102833	0
102721	0
102856	0
102933	0
103066	0
106355	0
82755	0
82712	0
157094	0
103011	0
102798	0
82762	0
97172	0
2925	0
18547147	4
4380	0
2424	0
34863	0
2760	3
11974	0
32555	3
19232038	4
13835294	0
6514	0
33281	0
56786	0
56789	0
33456	0
46264	0
4777	2
10481872	1
5550	5
553649	0
8124942	1
56787	0
35583	0
82807	0
56794	0
33386	0
33457	0
47912	0
82817	0
46893	0
33280	0
35582	0
33304	0
46263	0
19232037	4
10169	1
5542	4
5376	0
8101973	1
21106365	0
8351654	0
2975965	1
13300034	0
197564	3
34874	0
36972	0
56788	0
533188	0
35579	0
16182	0
46262	0
35580	0
82818	0
56790	0
56795	0
33458	0
82777	0
35584	0
56785	0
56792	0
34189	0
5233	1
2075	0
3438	0
102834	0
102722	0
154865	0
96948	0
102743	0
102857	0
154866	0
106356	0
102787	0
102741	0
97240	0
97055	0
97198	0
102742	0
2915	0
4447447	4
193441	3
2654	0
1278	0
56793	0
454495	0
40191	0
56791	0
35581	0
56775	0
56770	0
5553	5
25677	0
2699	0
60858	0
91432	1
6453	0
8103122	0
33282	0
46285	0
46284	0
82806	0
56776	0
47913	0
32952	0
45446	0
43353	0
56773	0
12549	0
5633	5
14916	0
541032	0
5541	4
97257	0
97224	0
102923	0
96868	0
96864	0
97234	0
97233	0
154062	0
97142	0
12699	0
36975	0
56778	0
43354	0
37779	0
45445	0
36974	0
35585	0
34848	0
84344	0
34850	0
82819	0
56772	0
82820	0
16415	0
56779	0
56768	0
56777	0
84345	0
34668	0
21429023	4
9873	0
5139	0
2003	4
2908	0
3463	3
10292746	6
21782117	6
6066	1
33316	0
16736486	4
5551	4
8111	0
36973	0
37744	0
46894	0
45444	0
56769	0
56780	0
34847	0
39406	0
35081	0
56781	0
56771	0
4575338	4
970	0
56774	0
82765	0
34854	0
46136	0
82736	0
56759	0
36984	0
5026	0
2457	0
96965	0
33198	0
3513	0
34853	0
37745	0
36978	0
34190	0
34191	0
36771	0
36710	0
56757	0
549017	0
84347	0
56764	0
56758	0
47914	0
56762	0
33984	0
33983	0
11283	0
2625	0
26325089	0
13328	5
16736498	2
23977588	2
3584	0
5198	1
6593	0
82783	0
34852	0
37000	0
37019	0
56765	0
39198	0
82740	0
56761	0
56756	0
56766	0
83413	0
34851	0
36976	0
56767	0
56763	0
35108	0
10162	4
6842	0
15827	0
5552	4
34859	0
84346	0
56760	0
56755	0
33666	0
106796	0
9187483	0
3322	0
5768	8
54833	2
11439687	0
4444479	6
33986	0
36983	0
36986	0
45447	0
35566	0
47916	0
46137	0
550258	0
33985	0
26286843	0
11917	0
3841535	0
65234	1
55075	0
34860	0
82738	0
36982	0
36979	0
47915	0
56783	0
36981	0
37004	0
36980	0
56782	0
36977	0
83414	0
84348	0
82823	0
4624	0
26325183	0
4444100	0
34192	0
82822	0
6013	4
70806	0
15520	2
8860	0
4444107	0
36990	0
35912	0
45448	0
36987	0
36988	0
33407	0
36985	0
35205	0
15637	0
82821	0
21106058	1
31006	4
35206	0
82751	0
36989	0
11369	0
15484	0
5113	5
5739	0
8816	0
8817	0
4444102	0
4471584	0
4444553	0
8800	0
29153	0
8804	0
8799	0
8788	0
4067	0
21105591	1
6045	17
75662	6
9219586	0
1043	3
2246	0
29400	5
21105594	1
5678	0
8763	0
21106077	1
4444362	10
