Compound Id	X7
1	2
2	0
3	0
4	2
5	6
6	4
7	2
8	2
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	1
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	1
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	2
139	2
140	0
141	0
142	1
143	1
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	1
160	0
161	1
162	0
163	0
164	1
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	1
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	1
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	2
322	0
323	1
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	1
332	0
333	0
334	0
335	0
336	0
337	0
338	6
339	4
340	2
341	0
342	0
343	0
344	2
345	0
346	0
347	0
348	1
349	1
350	0
351	18
352	12
353	6
354	0
355	0
356	0
357	0
358	0
359	1
360	1
361	1
362	6
363	4
364	2
365	2
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	1
374	0
375	0
376	1
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	1
387	0
388	0
389	0
390	4
391	2
392	0
393	2
394	0
395	0
396	0
397	0
398	0
399	0
400	2
401	0
402	0
403	2
404	0
405	0
406	0
407	0
408	0
409	0
410	1
411	1
412	2
413	1
414	4
415	4
416	2
417	2
418	2
419	2
420	2
421	6
422	4
423	2
424	2
425	0
426	0
427	0
428	1
429	0
430	0
431	0
432	0
433	0
434	1
435	0
436	0
437	0
438	0
439	0
440	0
441	1
442	0
443	0
444	0
445	0
446	1
447	0
448	0
449	0
450	1
451	0
452	0
453	2
454	0
455	0
456	0
457	0
458	0
459	2
460	0
461	0
462	0
463	0
464	1
465	0
466	2
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	1
475	0
476	1
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	1
486	0
487	0
488	2
489	0
490	0
491	0
492	0
493	2
494	2
495	2
496	2
497	4
498	2
499	2
500	3
501	3
502	2
503	2
504	2
505	2
506	12
507	10
508	6
509	6
510	6
511	6
512	6
513	6
514	6
515	6
516	6
517	4
518	2
519	2
520	1
521	0
522	0
523	1
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	1
533	0
534	0
535	1
536	0
537	0
538	0
539	0
540	1
541	0
542	1
543	0
544	0
545	0
546	0
547	0
548	0
549	1
550	0
551	0
552	0
553	1
554	0
555	0
556	2
557	0
558	0
559	0
560	0
561	1
562	0
563	0
564	6
565	4
566	2
567	2
568	0
569	0
570	0
571	0
572	0
573	0
574	1
575	0
576	0
577	0
578	0
579	0
580	0
581	6
582	4
583	2
584	2
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	1
593	0
594	0
595	0
596	2
597	0
598	0
599	1
600	0
601	0
602	0
603	0
604	1
605	0
606	1
607	0
608	0
609	0
610	1
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	1
619	2
620	2
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	3
640	0
641	2
642	0
643	0
644	0
645	2
646	0
647	0
648	0
649	0
650	0
651	0
652	1
653	3
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	6
668	0
669	4
670	4
671	0
672	0
673	8
674	4
675	0
676	4
677	0
678	0
679	4
680	0
681	0
682	3
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	3
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	1
703	1
704	0
705	0
706	0
707	0
708	0
709	1
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	2
720	2
721	2
722	2
723	2
724	2
725	4
726	2
727	2
728	2
729	1
730	2
731	2
732	2
733	4
734	1
735	2
736	2
737	2
738	2
739	2
740	2
741	3
742	2
743	2
744	2
745	2
746	2
747	1
748	3
749	2
750	1
751	1
752	3
753	2
754	1
755	1
756	1
757	2
758	2
759	2
760	1
761	2
762	2
763	2
764	1
765	1
766	1
767	1
768	1
769	1
770	0
771	0
772	0
773	1
774	0
775	1
776	0
777	0
778	1
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	1
790	0
791	2
792	0
793	1
794	1
795	1
796	1
797	0
798	2
799	1
800	1
801	2
802	2
803	1
804	3
805	2
806	1
807	1
808	1
809	2
810	1
811	1
812	1
813	1
814	1
815	1
816	1
817	2
818	2
819	2
820	2
821	2
822	1
823	2
824	1
825	1
826	1
827	0
828	2
829	1
830	1
831	2
832	1
833	1
834	1
835	2
836	1
837	2
838	1
839	1
840	1
841	1
842	1
843	1
844	1
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	0
1061	0
1062	0
1063	0
1064	0
1065	0
1066	0
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	0
1091	0
1092	0
1093	0
1094	0
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	0
1107	0
1108	0
1109	0
1110	0
1111	0
1112	0
1113	0
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	0
1137	0
1138	0
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	0
1153	0
1154	0
1155	0
1156	0
1157	0
1158	0
1159	0
