Compound Id	X4
1	0
2	4
3	1
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	1
12	1
13	2
14	1
15	0
16	0
17	0
18	0
19	0
20	1
21	0
22	1
23	1
24	0
25	0
26	0
27	0
28	1
29	2
30	0
31	3
32	1
33	1
34	1
35	1
36	2
37	0
38	0
39	0
40	0
41	0
42	1
43	0
44	0
45	2
46	2
47	1
48	0
49	1
50	1
51	1
52	1
53	0
54	2
55	0
56	1
57	1
58	1
59	0
60	1
61	1
62	1
63	0
64	1
65	1
66	1
67	0
68	0
69	0
70	1
71	1
72	1
73	0
74	1
75	1
76	1
77	0
78	1
79	1
80	1
81	0
82	1
83	1
84	1
85	0
86	2
87	0
88	0
89	1
90	1
91	1
92	0
93	1
94	1
95	1
96	1
97	0
98	1
99	1
100	1
101	0
102	1
103	1
104	1
105	0
106	1
107	1
108	1
109	0
110	1
111	1
112	1
113	1
114	1
115	1
116	0
117	2
118	0
119	0
120	1
121	1
122	1
123	1
124	0
125	0
126	1
127	1
128	1
129	0
130	1
131	1
132	1
133	0
134	1
135	1
136	1
137	1
138	0
139	0
140	1
141	0
142	0
143	0
144	1
145	1
146	1
147	1
148	0
149	1
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	1
159	0
160	1
161	0
162	0
163	1
164	0
165	0
166	0
167	0
168	1
169	1
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	2
183	0
184	0
185	0
186	0
187	0
188	3
189	0
190	0
191	2
192	0
193	2
194	0
195	0
196	0
197	0
198	0
199	0
200	2
201	0
202	0
203	0
204	1
205	0
206	0
207	0
208	0
209	1
210	1
211	1
212	1
213	1
214	1
215	0
216	0
217	1
218	0
219	1
220	1
221	0
222	0
223	0
224	0
225	1
226	1
227	1
228	0
229	0
230	0
231	1
232	1
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	1
241	1
242	1
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	1
255	0
256	0
257	0
258	0
259	1
260	1
261	2
262	1
263	2
264	1
265	0
266	1
267	0
268	0
269	0
270	0
271	1
272	0
273	0
274	0
275	2
276	1
277	1
278	0
279	0
280	0
281	0
282	1
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	2
307	2
308	0
309	0
310	2
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	4
320	0
321	1
